Course Code,Course Name,Tuition Fee,Application Fee,Intake,Degree,Minimum Level of Education Required,Min GPA,Min TOEFL (Reading),Min TOEFL (Writing),Min TOEFL (Listening),Min TOEFL (Speaking),Min IELTS (Reading),Min IELTS (Writing),Min IELTS (Listening),Min IELTS (Speaking),School ID,DLI#,Min TOEFL iBT,Min IELTS Overall,Min PTE (Reading),Min PTE (Writing),Min PTE (Listening),Min PTE (Speaking),Min PTE Overall,Level,Stream,Sub Stream,Duration,City,Language,Consentration,Course URL,Campus,Application Deadline,Scholarship Available,Scholarship Detail,Backlog Range,Remarks,ESL/ELP Detail,ApplicationMode,DetScore,GRE,GMAT
CAPU012,Diploma in Environmental Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Environmental Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Engineering Technology in Chemical,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or  Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Energy Systems Technology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,Diploma in Mechanical Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mechatronics,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Material Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,"Metallurgical Engineering, Material Engineering",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Diploma in Materials Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,"Metallurgical Engineering, Material Engineering",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Mineral Resources Engineering - (year 1 & 2  at CBU and  year 3 & 4 at Dalhousie University),"17,058",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Mathematics Any 2 Subjects from Chemistry, Biology or Physics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Mining Engineering,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Diploma in Mineral Resources,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Engineering and Engineering Trades,Mining Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Engineering Technology in Petroleum,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Engineering and Engineering Trades,Petroleum Engineering,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,
CAPU012,BET (Advance Standing) Post Degree in Petroleum,"15,796.96",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Engineering and Engineering Trades,Petroleum Engineering,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,
CAPU012,Diploma in Environmental Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Environmental Science/Protection,Environmental Science and Technology,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelor of Arts and Sciences in Environment,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Environmental Science/Protection,Environmental Science and Technology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-and-science-in-environment/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Health Sciences,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English. Any 1 Subject from Mathematics, Economics or Business Studies.3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,"Health Science, Healthcare, Health Management",48 Months,Nova Scotia,English,Public Health,https://www.cbu.ca/academics/programs/bachelor-of-health-sciences-public-health/,Sydney,ASAP,,,,,,,115,,
CAPU012,Post Diploma in Health Science,"17,065.00",80,"Jan, May, Sep",PG Diploma/Certificate,Graduation with 50% and above in related discipline. Marks in Internal Core Subjects should be more than 50%. ,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Health,"Health Science, Healthcare, Health Management",24 Months,Nova Scotia,English,Public Health,https://www.cbu.ca/academic-programs/program/bachelor-of-health-sciences-public-health/,Sydney,ASAP,,,0 - 6,,,,115,,
CAPU012,Post Baccalaureate Diploma in Health Care Management,"15,796.96",80,"May, Sep, Jan",PG Diploma/Certificate,"Any Bachelor Degree with minimum average 55%, ",,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Health,"Health Science, Healthcare, Health Management",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/post-baccalaureate-diploma-in-health-care-management/,Sydney,ASAP,,,0 - 6,,,,115,,
CAPU012,"Bachelor of Emergency Management, Major in Health Emergency Management","17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,"Health Science, Healthcare, Health Management",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Human Nutrition (Transfer),"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement - English Mathematics 2 Science from Biology, Chemistry or Physics 1 Additional Course",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,"Dietetics, Nutrition",48 Months,Nova Scotia,English,Public Health,https://www.cbu.ca/academics/programs/bachelor-of-science-nutrition-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Psychology,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,Psychology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/psychology/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Psychology.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,Psychology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Psychology.,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,Psychology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/psychology/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Psychology,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Health,Psychology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Nursing,"17,058",80,Sep,Undergraduate,Grade 12 with 70% and above. Marks in Internal Core Subjects should be more than 60%.  Student will need a Math subject to qualify for admission.,,,,,,7,7,7,7,,,80,7.5,,,,,59,Undergraduate,Health,Nursing,48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/bachelor-of-science-nursing/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in History,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,History,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in History.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,History,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Philosophy,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,"Philosophy, Aesthetics",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in French,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,"Philosophy, Aesthetics",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in French.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,"Philosophy, Aesthetics",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Philosophy.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Humanities,"Philosophy, Aesthetics",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Communication.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Journalism and Information,"Media, Mass communication, Technical comunication",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Communication ,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Journalism and Information,"Media, Mass communication, Technical comunication",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BBA in Legal Studies,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Law,"Law, LLB, LLM",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BBA in Legal Studies,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Law,"Legal Assistant, Court Support",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-business-administration-bba/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelor of Emergency Management,"17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Law,Justice and Emergency Services,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,Diploma in Emergency Management,"17,522.70",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Law,Justice and Emergency Services,24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,"Bachelor of Emergency Management, Major in Health Emergency Management","17,522.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement - English. Any 1 Subject from Mathematics, Economics or Business Studies. 3 additional Courses.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Law,Justice and Emergency Services,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-emergency-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Human Nutrition (Transfer),"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement - English Mathematics 2 Science from Biology, Chemistry or Physics 1 Additional Course",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Life Sciences,"Food Science, Food Science and Nutrition, Food Science and Technology",48 Months,Nova Scotia,English,Public Health,https://www.cbu.ca/academics/programs/bachelor-of-science-nutrition-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Biology.,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Life Sciences,"Biology, Biological Science",36 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/biology/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Biology,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Life Sciences,"Biology, Biological Science",48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/biology/,Sydney,ASAP,,,,,,,115,,
CAPU012,Diploma in Materials Engineering,"17,065.00",80,"Jan, May, Sep",UG Diploma/Certificate/Associate Degree,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.  Student will need a Math subject to qualify for admission.,,,,,,6,6,6,6,,,80,6.5,,,,,59,UG Diploma/Certificate/Associate Degree,Manufacturing and Processing,"Material Science, Material Science and Engineering",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-transfer/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Engineering Technology in Petroleum,17522.7,80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Manufacturing and Processing,"Petroleum, Oil and Gas, Diesel Technology",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,,,,,115,,
CAPU012,BET (Advance Standing) Post Degree in Petroleum,"15,796.96",80,"Jan, May, Sep",PG Diploma/Certificate,Bachelor Degree with minimum average 55% - Engineering OR Science* courses,,,,,,6,6,6,6,,,80,6.5,,,,,59,PG Diploma/Certificate,Manufacturing and Processing,"Petroleum, Oil and Gas, Diesel Technology",24 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-engineering-technology/,Sydney,ASAP,,,0 - 6,,,,115,,
CAPU012,BSc in Mathematics.,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Mathematics and Statistics,Mathematics,36 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/mathematics/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Mathematics,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Mathematics and Statistics,Mathematics,48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/mathematics/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelors of Hospitality & Tourism Management ,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no module less than 50% . Subject Requirement -English.,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Personal Services,"Hospitality, Culinary Arts, Travel and Tourism",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-hospitality-and-tourism-management/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Sport and Physical Activity Leadership.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Personal Services,"Sports Science, Sports, Sports Management, Exercise",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Sport and Physical Activity Leadership,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Personal Services,"Sports Science, Sports, Sports Management, Exercise",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Chemistry.,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Physical Sciences, Sciences",Chemistry,36 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/chemistry/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Chemistry,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,"Physical Sciences, Sciences",Chemistry,48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/chemistry/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Anthropology.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Anthropology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Anthropology,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Anthropology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Psychology,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Psychology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Psychology.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Psychology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Psychology.,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Psychology,36 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/psychology/,Sydney,ASAP,,,,,,,115,,
CAPU012,BSc in Psychology,"17,790.70",80,"Jan, May, Sep",Undergraduate,"Grade 12 with Minimun average  55% with no subject below 50%. Subject requirement - English. Any 3 Subjects from Chemistry, Biology, Physics or   Mathematics. 1 Additional Course.",,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Psychology,48 Months,Nova Scotia,English,,https://www.cbu.ca/academic-programs/program/psychology/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Sociology.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,"Sociology, Social Science",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Sociology,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,"Sociology, Social Science",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Political Studies,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Political Science,48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Political Science,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,Political Science,36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Communication ,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,"Cultural studies, Inter-cultural communication",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,B.A. in Communication.,"17,522.70",80,"Jan, May, Sep",Undergraduate,Grade 12 with minimum average 55%. With no subject below 50%. Subject Requirement -English 4 additional Courses ,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,"Cultural studies, Inter-cultural communication",36 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-ba/,Sydney,ASAP,,,,,,,115,,
CAPU012,Bachelor of Arts Community Studies,"17,058",80,"Jan, May, Sep",Undergraduate,Grade 12 with 55% and above. Marks in Internal Core Subjects should be more than 50%.,,,,,,6,6,6,6,,,80,6.5,,,,,59,Undergraduate,Social and Behavioural Science,"Cultural studies, Inter-cultural communication",48 Months,Nova Scotia,English,,https://www.cbu.ca/academics/programs/bachelor-of-arts-community-studies-bacs/,Sydney,ASAP,,,,,,,115,,
